MAIN_ID,ANG_DIST,OTYPE,RA,,,,DEC,,,,RA_PREC,DEC_PREC,COO_ERR_MAJA,COO_ERR_MINA,COO_ERR_ANGLE,COO_QUAL,COO_WAVELENGTH,COO_BIBCODE,RA_d,DEC_d,PMRA,PMDEC,PMRA_PREC,PMDEC_PREC,PM_ERR_MAJA,PM_ERR_MINA,PM_ERR_ANGLE,PM_QUAL,PM_BIBCODE,FILTER_NAME_B,FLUX_B,FLUX_ERROR_B,FLUX_SYSTEM_B,FLUX_BIBCODE_B,FLUX_VAR_B,FLUX_MULT_B,FLUX_QUAL_B,FLUX_UNIT_B,FILTER_NAME_V,FLUX_V,FLUX_ERROR_V,FLUX_SYSTEM_V,FLUX_BIBCODE_V,FLUX_VAR_V,FLUX_MULT_V,FLUX_QUAL_V,FLUX_UNIT_V,FILTER_NAME_R,FLUX_R,FLUX_ERROR_R,FLUX_SYSTEM_R,FLUX_BIBCODE_R,FLUX_VAR_R,FLUX_MULT_R,FLUX_QUAL_R,FLUX_UNIT_R,FILTER_NAME_J,FLUX_J,FLUX_ERROR_J,FLUX_SYSTEM_J,FLUX_BIBCODE_J,FLUX_VAR_J,FLUX_MULT_J,FLUX_QUAL_J,FLUX_UNIT_J,FILTER_NAME_H,FLUX_H,FLUX_ERROR_H,FLUX_SYSTEM_H,FLUX_BIBCODE_H,FLUX_VAR_H,FLUX_MULT_H,FLUX_QUAL_H,FLUX_UNIT_H,FILTER_NAME_K,FLUX_K,FLUX_ERROR_K,FLUX_SYSTEM_K,FLUX_BIBCODE_K,FLUX_VAR_K,FLUX_MULT_K,FLUX_QUAL_K,FLUX_UNIT_K,RVZ_TYPE,RVZ_RADVEL,RVZ_ERROR,RVZ_QUAL,RVZ_WAVELENGTH,RVZ_BIBCODE,SP_TYPE,SP_QUAL,SP_BIBCODE,MORPH_TYPE,MORPH_QUAL,MORPH_BIBCODE,GALDIM_MAJAXIS,GALDIM_MINAXIS,GALDIM_ANGLE,GALDIM_QUAL,GALDIM_WAVELENGTH,GALDIM_BIBCODE,BIBLIST
[CHG2008] D-29,564.82,Star,3.62975,0,14,31.14,-38.82880556,-39,10,16.3,6,6,,,,D,O,2008A&A...485...41C,3.62975,-39.17119,,,,,,,,,,,,,,,,,,,V,18.972,,Vega,2008A&A...485...41C,,,D,V,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,v,98,,D,O,2008A&A...485...41C,A3I,D,2008A&A...485...41C,,,,,,,,,,2
[CHG2008] A-36,565.79,Star,4.009708333,0,16,2.33,-38.71980556,-39,16,48.7,6,6,,,,D,O,2008A&A...485...41C,4.00971,-39.28019,,,,,,,,,,,,,,,,,,,V,20.758,,Vega,2008A&A...485...41C,,,D,V,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,v,191,,D,O,2008A&A...485...41C,B2I,D,2008A&A...485...41C,,,,,,,,,,1
[BWE2015] NGC   55  68,568.09,AGN,3.678795833,0,14,42.911,-38.89151111,-39,6,30.56,7,7,,,,D,X,2015AJ....150...94B,3.678795,-39.10849,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2
XMMU J001604.6-391538,568.56,X,4.019166667,0,16,4.6,-38.73944444,-39,15,38,5,5,,,,D,,2016ApJ...821...24J,4.0192,-39.2606,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
Gaia EDR3 4997961942372072704,569.91,Candidate_WD*,3.800197083,0,15,12.0473,-38.62183056,-39,22,41.41,14,14,0.3208,0.2893,90,A,O,2020yCat.1350....0G,3.800197113,-39.37816949,38.752,9.384,3,3,0.407,0.539,90,A,2020yCat.1350....0G,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
SB 100,573.28,Star,3.872823333,0,15,29.4776,-38.62497056,-39,22,30.106,14,14,0.0136,0.0105,90,A,O,2020yCat.1350....0G,3.872823412,-39.37502956,1.478,-6.77,3,3,0.016,0.018,90,A,2020yCat.1350....0G,B,12.8,,Vega,,,,E,B,V,12.8,,Vega,1971AJ.....76..338S,,,D,V,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A2,D,1971AJ.....76..338S,,,,,,,,,,1
[BS2000] NGC 55  1,573.66,GlCl?,3.890625,0,15,33.75,-38.62905556,-39,22,15.4,6,6,,,,D,,2000MNRAS.311..673B,3.89062,-39.37094,,,,,,,,,,B,18.69,,Vega,,,,E,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
[LA83] NGC 55 30,573.84,Galaxy,3.787041667,0,15,8.89,-38.62213889,-39,22,40.3,6,6,,,,D,,2000MNRAS.311..673B,3.78704,-39.37786,,,,,,,,,,B,19.3,,Vega,,,,E,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,v,35060,,D,,2000MNRAS.311..673B,,,,,,,,,,,,,1
[BS2000] NGC 55 65,575.47,GlCl?,3.616666667,0,14,28,-38.79608333,-39,12,14.1,6,6,,,,D,,2000MNRAS.311..673B,3.61667,-39.20392,,,,,,,,,,B,20.22,,Vega,,,,E,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
[PGS2006] cep122,577.97,Cepheid,4.01825,0,16,4.38,-38.72788889,-39,16,19.6,6,6,,,,D,I,2008ApJ...672..266G,4.01825,-39.27211,,,,,,,,,,,,,,,,,,,V,22.454,,Vega,2006AJ....132.2556P,,,D,V,,,,,,,,,,J,20.857,0.06,Vega,2008ApJ...672..266G,V,,D,J,,,,,,,,,,K,20.231,0.056,Vega,2008ApJ...672..266G,V,,D,K,,,,,,,,,,,,,,,,,,,2
[CHG2008] A-37,578.16,Star,4.012083333,0,16,2.9,-38.71530556,-39,17,4.9,6,6,,,,D,O,2008A&A...485...41C,4.01208,-39.28469,,,,,,,,,,,,,,,,,,,V,20.024,,Vega,2008A&A...485...41C,,,D,V,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,v,153,,D,O,2008A&A...485...41C,B0.5I,D,2008A&A...485...41C,,,,,,,,,,1
[PGS2006] cep115,578.4,Cepheid,3.628,0,14,30.72,-38.83622222,-39,9,49.6,6,6,,,,D,O,2006AJ....132.2556P,3.628,-39.16378,,,,,,,,,,,,,,,,,,,V,22.154,,Vega,2006AJ....132.2556P,,,D,V,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
[PGS2006] cep099,579.18,Cepheid,3.616625,0,14,27.99,-38.80375,-39,11,46.5,6,6,,,,D,O,2006AJ....132.2556P,3.61662,-39.19625,,,,,,,,,,,,,,,,,,,V,22.094,,Vega,2006AJ....132.2556P,,,D,V,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
2XMM J001458.5-392211,579.22,AGN,3.744,0,14,58.56,-38.63005556,-39,22,11.8,6,6,,,,C,O,2013A&A...557A.123E,3.744,-39.36994,,,,,,,,,,B,21.75,,Vega,2013A&A...557A.123E,,,E,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,z,1.808,,D,O,2013A&A...557A.123E,,,,,,,,,,,,,2
[PGS2006] cep033,579.72,Cepheid,4.017541667,0,16,4.21,-38.72483333,-39,16,30.6,6,6,,,,D,I,2008ApJ...672..266G,4.01754,-39.27517,,,,,,,,,,,,,,,,,,,V,21.889,,Vega,2006AJ....132.2556P,,,D,V,,,,,,,,,,J,19.141,0.037,Vega,2008ApJ...672..266G,V,,D,J,,,,,,,,,,K,18.333,0.031,Vega,2008ApJ...672..266G,V,,D,K,,,,,,,,,,,,,,,,,,,2
[PGS2006] cep092,581.25,Cepheid,3.623541667,0,14,29.65,-38.82877778,-39,10,16.4,6,6,,,,D,O,2006AJ....132.2556P,3.62354,-39.17122,,,,,,,,,,,,,,,,,,,V,22.679,,Vega,2006AJ....132.2556P,,,D,V,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
[PGS2006] cep120,582.47,Cepheid,3.614333333,0,14,27.44,-38.79741667,-39,12,9.3,6,6,,,,D,O,2006AJ....132.2556P,3.61433,-39.20258,,,,,,,,,,,,,,,,,,,V,21.542,,Vega,2006AJ....132.2556P,,,D,V,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
[CHG2008] D-28,582.54,Star,3.619291667,0,14,28.63,-38.81861111,-39,10,53,6,6,,,,D,O,2008A&A...485...41C,3.61929,-39.18139,,,,,,,,,,,,,,,,,,,V,19.613,,Vega,2008A&A...485...41C,,,D,V,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,v,128,,D,O,2008A&A...485...41C,B0.5I,D,2008A&A...485...41C,,,,,,,,,,1
[CHG2008] A-38,583.13,Star,4.020625,0,16,4.95,-38.72888889,-39,16,16,6,6,,,,D,O,2008A&A...485...41C,4.02062,-39.27111,,,,,,,,,,,,,,,,,,,V,18.706,,Vega,2008A&A...485...41C,,,D,V,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,v,157,,D,O,2008A&A...485...41C,A0I,D,2008A&A...485...41C,,,,,,,,,,2
[PGS2006] cep018,585.57,Cepheid,4.017083333,0,16,4.1,-38.71927778,-39,16,50.6,6,6,,,,D,I,2008ApJ...672..266G,4.01708,-39.28072,,,,,,,,,,,,,,,,,,,V,21.349,,Vega,2006AJ....132.2556P,,,D,V,,,,,,,,,,J,19.244,0.038,Vega,2008ApJ...672..266G,V,,D,J,,,,,,,,,,K,18.615,0.035,Vega,2008ApJ...672..266G,V,,D,K,,,,,,,,,,,,,,,,,,,2
[PGS2006] cep132,586.39,Cepheid,4.025,0,16,6,-38.73713889,-39,15,46.3,6,6,,,,D,I,2008ApJ...672..266G,4.025,-39.26286,,,,,,,,,,,,,,,,,,,V,22.733,,Vega,2006AJ....132.2556P,,,D,V,,,,,,,,,,J,21.338,0.097,Vega,2008ApJ...672..266G,V,,D,J,,,,,,,,,,K,20.703,0.099,Vega,2008ApJ...672..266G,V,,D,K,,,,,,,,,,,,,,,,,,,2
[PGS2006] cep057,586.49,Cepheid,4.018,0,16,4.32,-38.72038889,-39,16,46.6,6,6,,,,D,I,2008ApJ...672..266G,4.018,-39.27961,,,,,,,,,,,,,,,,,,,V,22.032,,Vega,2006AJ....132.2556P,,,D,V,,,,,,,,,,J,20.033,0.043,Vega,2008ApJ...672..266G,V,,D,J,,,,,,,,,,K,19.474,0.042,Vega,2008ApJ...672..266G,V,,D,K,,,,,,,,,,,,,,,,,,,2
2XMM J001435.4-390729,590.75,AGN,3.649047083,0,14,35.7713,-38.87404139,-39,7,33.451,14,14,0.357,0.2856,90,A,O,2020yCat.1350....0G,3.649047183,-39.12595882,0.327,-0.179,3,3,0.376,0.532,90,A,2020yCat.1350....0G,B,20.93,,Vega,2013A&A...557A.123E,,,E,B,,,,,,,,,,R,20.28,,Vega,2013A&A...557A.123E,,,E,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,z,2.033,,D,O,2013A&A...557A.123E,,,,,,,,,,,,,1
[CHG2008] D-27,591.03,Star,3.619708333,0,14,28.73,-38.8284,-39,10,17.76,7,7,,,,D,,2008A&A...485...41C,3.619708,-39.1716,,,,,,,,,,,,,,,,,,,V,19.191,,Vega,2008A&A...485...41C,,,D,V,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,v,152,,D,O,2008A&A...485...41C,B2I,C,2008A&A...485...41C,,,,,,,,,,3
[CHG2008] A-39,596.84,Star,4.022083333,0,16,5.3,-38.72061111,-39,16,45.8,6,6,,,,D,O,2008A&A...485...41C,4.02208,-39.27939,,,,,,,,,,,,,,,,,,,V,20.451,,Vega,2008A&A...485...41C,,,D,V,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,v,217,,D,O,2008A&A...485...41C,B5I,D,2008A&A...485...41C,,,,,,,,,,1
[PGS2006] cep118,599.82,Cepheid,3.617291667,0,14,28.15,-38.83055556,-39,10,10,6,6,,,,D,O,2006AJ....132.2556P,3.61729,-39.16944,,,,,,,,,,,,,,,,,,,V,21.867,,Vega,2006AJ....132.2556P,,,D,V,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
[DG82] 3,603.45,GlCl?,3.619166667,0,14,28.6,-38.83777778,-39,9,44,5,5,,,,D,,1982ApJ...261...70D,3.6192,-39.1622,,,,,,,,,,,,,,,,,,,V,17.8,,Vega,,,,E,V,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
[BWE2015] NGC   55  12,604.7,AGN,3.677866667,0,14,42.688,-38.65356111,-39,20,47.18,7,7,,,,D,X,2015AJ....150...94B,3.677868,-39.346439,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
2XMM J001559.5-391907,604.76,AGN,3.998066667,0,15,59.536,-38.68124333,-39,19,7.524,14,14,16.4912,9.2827,90,C,O,2020yCat.1350....0G,3.99806684,-39.31875675,,,,,,,,,,B,21.55,,Vega,2013A&A...557A.123E,,,E,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,z,0.94,,D,O,2013A&A...557A.123E,,,,,,,,,,,,,1
[PGS2006] cep107,605.39,Cepheid,3.61225,0,14,26.94,-38.82283333,-39,10,37.8,6,6,,,,D,O,2006AJ....132.2556P,3.61225,-39.17717,,,,,,,,,,,,,,,,,,,V,22.215,,Vega,2006AJ....132.2556P,,,D,V,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
2XMM J001454.4-390406,608.75,AGN,3.7272275,0,14,54.5346,-38.93159944,-39,4,6.242,14,14,0.3052,0.2079,90,A,O,2020yCat.1350....0G,3.727227763,-39.06840075,0.008,-0.246,3,3,0.307,0.358,90,A,2020yCat.1350....0G,B,20.62,,Vega,2013A&A...557A.123E,,,E,B,,,,,,,,,,R,19.69,,Vega,2013A&A...557A.123E,,,E,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,z,1.798,,D,O,2013A&A...557A.123E,,,,,,,,,,,,,2
[CHG2008] A-40,610.58,Star,4.033416667,0,16,8.02,-38.7355,-39,15,52.2,6,6,,,,D,O,2008A&A...485...41C,4.03342,-39.2645,,,,,,,,,,,,,,,,,,,V,19.938,,Vega,2008A&A...485...41C,,,D,V,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,v,200,,D,O,2008A&A...485...41C,B5I,D,2008A&A...485...41C,,,,,,,,,,1
2XMM J001539.7-392225,610.99,EmG,3.915625,0,15,39.75,-38.62583333,-39,22,27,6,6,,,,C,O,2013A&A...557A.123E,3.91562,-39.37417,,,,,,,,,,B,18.18,,Vega,2013A&A...557A.123E,,,E,B,,,,,,,,,,R,17.8,,Vega,2013A&A...557A.123E,,,E,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,z,0.057,,D,O,2013A&A...557A.123E,,,,,,,0.23,0.18,86,E,O,2003A&A...412...45P,3
LCRS B001338.9-393147,613.67,Galaxy,4.038166667,0,16,9.16,-38.74791667,-39,15,7.5,6,6,2500,2500,90,D,,1996ApJ...470..172S,4.03817,-39.25208,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
[PGS2006] cep137,614.42,Cepheid,4.037041667,0,16,8.89,-38.74255556,-39,15,26.8,6,6,,,,D,O,2006AJ....132.2556P,4.03704,-39.25744,,,,,,,,,,,,,,,,,,,V,22.71,,Vega,2006AJ....132.2556P,,,D,V,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
[CHG2008] D-26,615.48,Star,3.632791667,0,14,31.87,-38.86730556,-39,7,57.7,6,6,,,,D,O,2008A&A...485...41C,3.63279,-39.13269,,,,,,,,,,,,,,,,,,,V,17.669,,Vega,2008A&A...485...41C,,,D,V,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,v,22,,D,O,2008A&A...485...41C,A5I,D,2008A&A...485...41C,,,,,,,,,,1
[BWE2015] NGC   55  45,617.31,AGN,3.604625,0,14,25.11,-38.81201944,-39,11,16.73,7,7,,,,D,X,2015AJ....150...94B,3.604624,-39.187981,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
Gaia EDR3 4998155426354441088,621.18,Star,3.601255417,0,14,24.3013,-38.80295778,-39,11,49.352,14,14,0.3448,0.274,90,A,O,2020yCat.1350....0G,3.601255557,-39.19704242,0.518,-0.174,3,3,0.373,0.522,90,A,2020yCat.1350....0G,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
[CHG2008] D-24,623.7,Star,3.611541667,0,14,26.77,-38.838,-39,9,43.2,6,6,,,,D,O,2008A&A...485...41C,3.61154,-39.162,,,,,,,,,,,,,,,,,,,V,20.593,,Vega,2008A&A...485...41C,,,D,V,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,v,72,,D,O,2008A&A...485...41C,A3II,D,2008A&A...485...41C,,,,,,,,,,1
[CHG2008] D-25,627.9,Star,3.599,0,14,23.76,-38.80391667,-39,11,45.9,6,6,,,,D,O,2008A&A...485...41C,3.599,-39.19608,,,,,,,,,,,,,,,,,,,V,20.162,,Vega,2008A&A...485...41C,,,D,V,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,v,72,,D,O,2008A&A...485...41C,A5II,D,2008A&A...485...41C,,,,,,,,,,1
[LA83] NGC 55 59,628.46,Galaxy,4.025,0,16,6,-38.85458333,-39,8,43.5,6,6,,,,D,,2000MNRAS.311..673B,4.025,-39.14542,,,,,,,,,,B,20.3,,Vega,,,,E,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,v,92448,,D,,2000MNRAS.311..673B,,,,,,,,,,,,,1
[CHG2008] A-41,628.82,Star,4.0375,0,16,9,-38.72811111,-39,16,18.8,6,6,,,,D,O,2008A&A...485...41C,4.0375,-39.27189,,,,,,,,,,,,,,,,,,,V,20.114,,Vega,2008A&A...485...41C,,,D,V,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,v,202,,D,O,2008A&A...485...41C,B1I,D,2008A&A...485...41C,,,,,,,,,,1
[PGS2006] cep037,629.89,Cepheid,3.605458333,0,14,25.31,-38.82919444,-39,10,14.9,6,6,,,,D,I,2008ApJ...672..266G,3.60546,-39.17081,,,,,,,,,,,,,,,,,,,V,20.915,,Vega,2006AJ....132.2556P,,,D,V,,,,,,,,,,J,19.23,0.03,Vega,2008ApJ...672..266G,V,,D,J,,,,,,,,,,K,18.733,0.032,Vega,2008ApJ...672..266G,V,,D,K,,,,,,,,,,,,,,,,,,,2
[PGS2006] cep020,631.62,Cepheid,3.606791667,0,14,25.63,-38.83408333,-39,9,57.3,6,6,,,,D,I,2008ApJ...672..266G,3.60679,-39.16592,,,,,,,,,,,,,,,,,,,V,21.268,,Vega,2006AJ....132.2556P,,,D,V,,,,,,,,,,J,19.481,0.034,Vega,2008ApJ...672..266G,V,,D,J,,,,,,,,,,K,18.839,0.035,Vega,2008ApJ...672..266G,V,,D,K,,,,,,,,,,,,,,,,,,,2
[LA83] NGC 55 41,632.82,Galaxy,3.998291667,0,15,59.59,-38.66861111,-39,19,53,6,6,,,,D,,2000MNRAS.311..673B,3.99829,-39.33139,,,,,,,,,,B,20.3,,Vega,,,,E,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,v,75971,,D,,2000MNRAS.311..673B,,,,,,,,,,,,,1
[CHG2008] A-42,634.96,Star,4.040375,0,16,9.69,-38.72961111,-39,16,13.4,6,6,,,,D,O,2008A&A...485...41C,4.04037,-39.27039,,,,,,,,,,,,,,,,,,,V,19.453,,Vega,2008A&A...485...41C,,,D,V,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,v,175,,D,O,2008A&A...485...41C,,,,,,,,,,,,,1
LCRS B001331.4-392345,635.72,Galaxy,4.007208333,0,16,1.73,-38.88186111,-39,7,5.3,6,6,2500,2500,90,D,,1996ApJ...470..172S,4.00721,-39.11814,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
[VJP2006] 19,636.42,PN?,4.049708333,0,16,11.93,-38.78836111,-39,12,41.9,6,6,,,,D,,2006A&A...455..891V,4.04971,-39.21164,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
1AXG J001423-3911,636.49,X,3.595833333,0,14,23,-38.80361111,-39,11,47,5,5,,,,D,,2001ApJS..133....1U,3.5958,-39.1964,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
[BWE2015] NGC   55  83,637.68,AGN,3.890166667,0,15,33.64,-38.94826944,-39,3,6.23,7,7,,,,D,X,2015AJ....150...94B,3.890166,-39.051731,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
[PGS2006] cep076,638.14,Cepheid,4.031916667,0,16,7.66,-38.70883333,-39,17,28.2,6,6,,,,D,O,2006AJ....132.2556P,4.03192,-39.29117,,,,,,,,,,,,,,,,,,,V,22.539,,Vega,2006AJ....132.2556P,,,D,V,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
[CHG2008] D-23,638.6,Star,3.603833333,0,14,24.92,-38.83330556,-39,10,0.1,6,6,,,,D,O,2008A&A...485...41C,3.60383,-39.16669,,,,,,,,,,,,,,,,,,,V,19.33,,Vega,2008A&A...485...41C,,,D,V,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,v,121,,D,O,2008A&A...485...41C,B2.5II,D,2008A&A...485...41C,,,,,,,,,,1
[BS2000] NGC 55 39,641.72,GlCl?,3.782708333,0,15,7.85,-38.60358333,-39,23,47.1,6,6,,,,D,,2000MNRAS.311..673B,3.78271,-39.39642,,,,,,,,,,B,19.59,,Vega,,,,E,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
[LA83] NGC 55 26,642.53,Galaxy,3.782458333,0,15,7.79,-38.60338889,-39,23,47.8,6,6,,,,D,,2000MNRAS.311..673B,3.78246,-39.39661,,,,,,,,,,B,19.5,,Vega,,,,E,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,v,47568,,D,,2000MNRAS.311..673B,,,,,,,,,,,,,1
[BWE2015] NGC   55  60,644.47,AGN,3.6218375,0,14,29.241,-38.86875556,-39,7,52.48,7,7,,,,D,X,2015AJ....150...94B,3.621839,-39.131244,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2
2XMM J001448.9-392230,645.38,AGN,3.70367125,0,14,48.8811,-38.62505194,-39,22,29.813,14,14,0.3679,0.3111,90,A,O,2020yCat.1350....0G,3.703671619,-39.37494827,-0.166,1.177,3,3,0.446,0.635,90,A,2020yCat.1350....0G,B,20.85,,Vega,2013A&A...557A.123E,,,E,B,,,,,,,,,,R,20.33,,Vega,2013A&A...557A.123E,,,E,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,z,1.541,,D,O,2013A&A...557A.123E,,,,,,,,,,,,,2
LCRS B001157.1-392502,645.55,Galaxy,3.615666667,0,14,27.76,-38.86058333,-39,8,21.9,6,6,2500,2500,90,D,,1996ApJ...470..172S,3.61567,-39.13942,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
[CHG2008] A-43,648.81,Star,4.044041667,0,16,10.57,-38.72569444,-39,16,27.5,6,6,,,,D,O,2008A&A...485...41C,4.04404,-39.27431,,,,,,,,,,,,,,,,,,,V,19.358,,Vega,2008A&A...485...41C,,,D,V,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,v,185,,D,O,2008A&A...485...41C,A2I,D,2008A&A...485...41C,,,,,,,,,,2
[BWE2015] NGC   55 128,648.86,Star,4.0345,0,16,8.28,-38.70596667,-39,17,38.52,7,7,,,,D,X,2015AJ....150...94B,4.034498,-39.294032,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
[PGS2006] cep069,653.75,Cepheid,3.604458333,0,14,25.07,-38.847,-39,9,10.8,6,6,,,,D,I,2008ApJ...672..266G,3.60446,-39.153,,,,,,,,,,,,,,,,,,,V,21.753,,Vega,2006AJ....132.2556P,,,D,V,,,,,,,,,,J,20.739,0.079,Vega,2008ApJ...672..266G,V,,D,J,,,,,,,,,,K,19.65,0.072,Vega,2008ApJ...672..266G,V,,D,K,,,,,,,,,,,,,,,,,,,2
[CHG2008] A-44,654.31,Star,4.045458333,0,16,10.91,-38.72408333,-39,16,33.3,6,6,,,,D,O,2008A&A...485...41C,4.04546,-39.27592,,,,,,,,,,,,,,,,,,,V,20.103,,Vega,2008A&A...485...41C,,,D,V,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,v,214,,D,O,2008A&A...485...41C,B3II,D,2008A&A...485...41C,,,,,,,,,,1
[BWE2015] NGC   55  20,655.44,AGN,3.6082,0,14,25.968,-38.70318056,-39,17,48.55,7,7,,,,D,X,2015AJ....150...94B,3.608201,-39.296819,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
2XMM J001508.7-390226,656.42,AGN,3.786606667,0,15,8.7856,-38.95952889,-39,2,25.696,14,14,1.3316,1.3326,90,A,O,2020yCat.1350....0G,3.786607062,-39.04047128,-0.208,0.225,3,3,1.238,1.288,90,A,2020yCat.1350....0G,B,21.74,,Vega,2013A&A...557A.123E,,,E,B,,,,,,,,,,R,21.09,,Vega,2013A&A...557A.123E,,,E,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,z,1.79,,D,O,2013A&A...557A.123E,,,,,,,,,,,,,2
