MAIN_ID,ANG_DIST,OTYPE,RA,,,,DEC,,,,RA_PREC,DEC_PREC,COO_ERR_MAJA,COO_ERR_MINA,COO_ERR_ANGLE,COO_QUAL,COO_WAVELENGTH,COO_BIBCODE,RA_d,DEC_d,PMRA,PMDEC,PMRA_PREC,PMDEC_PREC,PM_ERR_MAJA,PM_ERR_MINA,PM_ERR_ANGLE,PM_QUAL,PM_BIBCODE,FILTER_NAME_B,FLUX_B,FLUX_ERROR_B,FLUX_SYSTEM_B,FLUX_BIBCODE_B,FLUX_VAR_B,FLUX_MULT_B,FLUX_QUAL_B,FLUX_UNIT_B,FILTER_NAME_V,FLUX_V,FLUX_ERROR_V,FLUX_SYSTEM_V,FLUX_BIBCODE_V,FLUX_VAR_V,FLUX_MULT_V,FLUX_QUAL_V,FLUX_UNIT_V,FILTER_NAME_R,FLUX_R,FLUX_ERROR_R,FLUX_SYSTEM_R,FLUX_BIBCODE_R,FLUX_VAR_R,FLUX_MULT_R,FLUX_QUAL_R,FLUX_UNIT_R,FILTER_NAME_J,FLUX_J,FLUX_ERROR_J,FLUX_SYSTEM_J,FLUX_BIBCODE_J,FLUX_VAR_J,FLUX_MULT_J,FLUX_QUAL_J,FLUX_UNIT_J,FILTER_NAME_H,FLUX_H,FLUX_ERROR_H,FLUX_SYSTEM_H,FLUX_BIBCODE_H,FLUX_VAR_H,FLUX_MULT_H,FLUX_QUAL_H,FLUX_UNIT_H,FILTER_NAME_K,FLUX_K,FLUX_ERROR_K,FLUX_SYSTEM_K,FLUX_BIBCODE_K,FLUX_VAR_K,FLUX_MULT_K,FLUX_QUAL_K,FLUX_UNIT_K,RVZ_TYPE,RVZ_RADVEL,RVZ_ERROR,RVZ_QUAL,RVZ_WAVELENGTH,RVZ_BIBCODE,SP_TYPE,SP_QUAL,SP_BIBCODE,MORPH_TYPE,MORPH_QUAL,MORPH_BIBCODE,GALDIM_MAJAXIS,GALDIM_MINAXIS,GALDIM_ANGLE,GALDIM_QUAL,GALDIM_WAVELENGTH,GALDIM_BIBCODE,BIBLIST
[BS2000] NGC 55 38,271.22,GlCl?,3.918375,0,15,40.41,-38.78827778,-39,12,42.2,6,6,,,,D,,2000MNRAS.311..673B,3.91837,-39.21172,,,,,,,,,,B,19.59,,Vega,,,,E,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
[PGS2006] cep071,271.36,Cepheid,3.912041667,0,15,38.89,-38.75097222,-39,14,56.5,6,6,,,,D,O,2006AJ....132.2556P,3.91204,-39.24903,,,,,,,,,,,,,,,,,,,V,21.252,,Vega,2006AJ....132.2556P,,,D,V,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
LEDA  601019,271.41,Galaxy,3.901791667,0,15,36.43,-38.82219444,-39,10,40.1,6,6,2500,2500,90,D,,1996ApJ...470..172S,3.90179,-39.17781,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.26,0.18,13,E,O,2003A&A...412...45P,2
[BWE2015] NGC   55 108,272,AGN,3.914183333,0,15,39.404,-38.80350278,-39,11,47.39,7,7,,,,D,X,2015AJ....150...94B,3.914183,-39.196496,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2
[CHG2008] C1-18,272.1,Star,3.733083333,0,14,55.94,-38.81061111,-39,11,21.8,6,6,,,,D,O,2008A&A...485...41C,3.73308,-39.18939,,,,,,,,,,,,,,,,,,,V,19.316,,Vega,2008A&A...485...41C,,,D,V,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,v,124,,D,O,2008A&A...485...41C,WN8,D,2008A&A...485...41C,,,,,,,,,,1
[CHG2008] B-36,272.86,Star,3.91925,0,15,40.62,-38.77219444,-39,13,40.1,6,6,,,,D,O,2008A&A...485...41C,3.91925,-39.22781,,,,,,,,,,,,,,,,,,,V,19.782,,Vega,2008A&A...485...41C,,,D,V,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,v,171,,D,O,2008A&A...485...41C,O8I,D,2008A&A...485...41C,,,,,,,,,,1
[BWE2015] NGC   55   2,275.08,AGN,3.758725,0,15,2.094,-38.72051111,-39,16,46.16,7,7,,,,D,X,2015AJ....150...94B,3.758726,-39.27949,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2
[PGS2006] cep045,275.49,Cepheid,3.725083333,0,14,54.02,-38.79463889,-39,12,19.3,6,6,,,,D,O,2006AJ....132.2556P,3.72508,-39.20536,,,,,,,,,,,,,,,,,,,V,21.048,,Vega,2006AJ....132.2556P,,,D,V,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
[D2019] p4-7,275.85,EmObj,3.727083333,0,14,54.5,-38.80119444,-39,11,55.7,6,6,,,,C,O,2019AJ....158...90D,3.72708,-39.19881,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
[BWE2015] NGC   55   9,277.02,AGN,3.741004167,0,14,57.841,-38.73450278,-39,15,55.79,7,7,,,,D,X,2015AJ....150...94B,3.741004,-39.265498,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
[PGS2006] cep035,278.16,Cepheid,3.724916667,0,14,53.98,-38.79744444,-39,12,9.2,6,6,,,,D,O,2006AJ....132.2556P,3.72492,-39.20256,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
[CHG2008] C2-21,279.11,Star,3.72275,0,14,53.46,-38.79011111,-39,12,35.6,6,6,,,,D,O,2008A&A...485...41C,3.72275,-39.20989,,,,,,,,,,,,,,,,,,,V,19.719,,Vega,2008A&A...485...41C,,,D,V,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,v,145,,D,O,2008A&A...485...41C,B2I,D,2008A&A...485...41C,,,,,,,,,,1
[BWE2015] NGC   55  57,279.12,SNR?,3.724954167,0,14,53.989,-38.79865833,-39,12,4.83,7,7,,,,D,X,2015AJ....150...94B,3.724953,-39.201341,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
[CHG2008] B-37,280.35,Star,3.909916667,0,15,38.38,-38.74169444,-39,15,29.9,6,6,,,,D,O,2008A&A...485...41C,3.90992,-39.25831,,,,,,,,,,,,,,,,,,,V,19.651,,Vega,2008A&A...485...41C,,,D,V,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,v,186,,D,O,2008A&A...485...41C,A2I,D,2008A&A...485...41C,,,,,,,,,,1
[CHG2008] A-3,282.21,Star,3.922291667,0,15,41.35,-38.76980556,-39,13,48.7,6,6,,,,D,O,2008A&A...485...41C,3.92229,-39.23019,,,,,,,,,,,,,,,,,,,V,19.623,,Vega,2008A&A...485...41C,,,D,V,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,v,223,,D,O,2008A&A...485...41C,A2I,D,2008A&A...485...41C,,,,,,,,,,1
[CHG2008] C2-20,283.41,Star,3.72325,0,14,53.58,-38.79830556,-39,12,6.1,6,6,,,,D,O,2008A&A...485...41C,3.72325,-39.20169,,,,,,,,,,,,,,,,,,,V,18.745,,Vega,2008A&A...485...41C,,,D,V,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,v,2,,D,O,2008A&A...485...41C,B2I,D,2008A&A...485...41C,,,,,,,,,,1
[CHG2008] A-4,284.78,Star,3.916625,0,15,39.99,-38.74980556,-39,15,0.7,6,6,,,,D,O,2008A&A...485...41C,3.91663,-39.25019,,,,,,,,,,,,,,,,,,,V,19.604,,Vega,2008A&A...485...41C,,,D,V,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,v,236,,D,O,2008A&A...485...41C,A5I,D,2008A&A...485...41C,,,,,,,,,,2
GHVC G332.3-75.8+170,285.6,HVCld,3.9195,0,15,40.68,-38.80305556,-39,11,49,6,6,,,,E,R,2013ApJS..209...12M,3.9195,-39.19694,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,228,144,,D,R,2013ApJS..209...12M,1
[BWE2015] NGC   55  30,287.29,LMXB,3.719054167,0,14,52.573,-38.77388611,-39,13,34.01,7,7,,,,D,X,2015AJ....150...94B,3.719053,-39.226115,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2
[CHG2008] C1-17,287.78,Star,3.719458333,0,14,52.67,-38.78919444,-39,12,38.9,6,6,,,,D,O,2008A&A...485...41C,3.71946,-39.21081,,,,,,,,,,,,,,,,,,,V,18.83,,Vega,2008A&A...485...41C,,,D,V,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,v,117,,D,O,2008A&A...485...41C,A3I,D,2008A&A...485...41C,,,,,,,,,,2
NGC    55,288.14,GinGroup,3.723341667,0,14,53.602,-38.80337222,-39,11,47.86,7,7,,,,C,I,2006AJ....131.1163S,3.723342,-39.196628,,,,,,,,,,B,8.58,,Vega,1989ESOLV.C......0L,,,C,B,V,7.87,0.06,Vega,2007ApJS..173..185G,,,D,V,R,7.84,,Vega,1989ESOLV.C......0L,,,C,R,J,6.976,0.025,Vega,2006AJ....131.1163S,,,C,J,H,6.546,0.036,Vega,2006AJ....131.1163S,,,C,H,K,6.249,0.049,Vega,2006AJ....131.1163S,,,C,K,v,129,2,C,,2012AJ....144....4M,,,,Irr,D,2012AJ....144....4M,32.36,3.98,101,D,O,2003A&A...412...45P,739
[BWE2015] NGC   55  13,289.56,AGN,3.727804167,0,14,54.673,-38.74511111,-39,15,17.6,7,7,,,,D,X,2015AJ....150...94B,3.727804,-39.254888,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
[JW2016] T6,289.92,X,3.7195,0,14,52.68,-38.79336111,-39,12,23.9,7,7,,,,D,X,2016ApJ...821...24J,3.7195,-39.206639,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
[CHG2008] C2-19,290,Star,3.721375,0,14,53.13,-38.8,-39,12,0,6,6,,,,D,O,2008A&A...485...41C,3.72137,-39.2,,,,,,,,,,,,,,,,,,,V,19.07,,Vega,2008A&A...485...41C,,,D,V,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,v,91,,D,O,2008A&A...485...41C,A3I,D,2008A&A...485...41C,,,,,,,,,,2
[BWE2015] NGC   55  42,290.78,HMXB,3.7191625,0,14,52.599,-38.79325,-39,12,24.3,7,7,,,,D,X,2015AJ....150...94B,3.719162,-39.206751,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2
[PGS2006] cep007,291.31,Cepheid,3.918083333,0,15,40.34,-38.74777778,-39,15,8,6,6,,,,D,O,2006AJ....132.2556P,3.91808,-39.25222,,,,,,,,,,,,,,,,,,,V,20.336,,Vega,2006AJ....132.2556P,,,D,V,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
[BWE2015] NGC   55  32,292.5,LMXB,3.717191667,0,14,52.126,-38.77379167,-39,13,34.35,7,7,,,,D,X,2015AJ....150...94B,3.71719,-39.226208,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2
[D2019] p4-5,292.85,EmObj,3.72125,0,14,53.1,-38.80255556,-39,11,50.8,6,6,,,,C,O,2019AJ....158...90D,3.72125,-39.19744,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
[CHG2008] A-5,297.22,Star,3.920125,0,15,40.83,-38.74730556,-39,15,9.7,6,6,,,,D,O,2008A&A...485...41C,3.92013,-39.25269,,,,,,,,,,,,,,,,,,,V,20.071,,Vega,2008A&A...485...41C,,,D,V,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,v,260,,D,O,2008A&A...485...41C,A3I,D,2008A&A...485...41C,,,,,,,,,,2
[PGS2006] cep123,297.47,Cepheid,3.921916667,0,15,41.26,-38.75063889,-39,14,57.7,6,6,,,,D,O,2006AJ....132.2556P,3.92192,-39.24936,,,,,,,,,,,,,,,,,,,V,21.817,,Vega,2006AJ....132.2556P,,,D,V,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
[CHG2008] C2-18,297.71,HMXB,3.718,0,14,52.32,-38.79838889,-39,12,5.8,6,6,,,,D,O,2008A&A...485...41C,3.718,-39.20161,,,,,,,,,,,,,,,,,,,V,19.453,,Vega,2008A&A...485...41C,,,D,V,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,v,92,,D,O,2008A&A...485...41C,B2.5II,D,2008A&A...485...41C,,,,,,,,,,3
[D2019] m2-3,300.02,EmObj,3.718333333,0,14,52.4,-38.80191667,-39,11,53.1,6,6,,,,C,O,2019AJ....158...90D,3.71833,-39.19808,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
[BWE2015] NGC   55 121,300.03,Candidate_HMXB,3.9258,0,15,42.192,-38.75779722,-39,14,31.93,7,7,,,,D,X,2015AJ....150...94B,3.925801,-39.242203,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2
[BWE2015] NGC   55 125,301.29,SNR?,3.922041667,0,15,41.29,-38.74795,-39,15,7.38,7,7,,,,D,X,2015AJ....150...94B,3.922043,-39.252051,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
[CHG2008] C2-17,303.53,Star,3.719833333,0,14,52.76,-38.80861111,-39,11,29,6,6,,,,D,O,2008A&A...485...41C,3.71983,-39.19139,,,,,,,,,,,,,,,,,,,V,18.748,,Vega,2008A&A...485...41C,,,D,V,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,v,149,,D,O,2008A&A...485...41C,B0.5I,D,2008A&A...485...41C,,,,,,,,,,1
[CHG2008] C1-16,304.27,Star,3.713166667,0,14,51.16,-38.78669444,-39,12,47.9,6,6,,,,D,O,2008A&A...485...41C,3.71317,-39.21331,,,,,,,,,,,,,,,,,,,V,18.917,,Vega,2008A&A...485...41C,,,D,V,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,v,154,,D,O,2008A&A...485...41C,A5I,D,2008A&A...485...41C,,,,,,,,,,2
LEDA  107624,304.91,Galaxy,3.929791667,0,15,43.15,-38.79255556,-39,12,26.8,6,6,2500,2500,90,D,,1996ApJ...470..172S,3.92979,-39.20744,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,z,0.06228,2.47E-04,D,,1996ApJ...470..172S,,,,,,,,,,,,,3
[BWE2015] NGC   55  11,306.94,AGN,3.7336875,0,14,56.085,-38.72816389,-39,16,18.61,7,7,,,,D,X,2015AJ....150...94B,3.733688,-39.271835,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2
[CHG2008] A-6,307.12,Star,3.926958333,0,15,42.47,-38.75380556,-39,14,46.3,6,6,,,,D,O,2008A&A...485...41C,3.92696,-39.24619,,,,,,,,,,,,,,,,,,,V,19.039,,Vega,2008A&A...485...41C,,,D,V,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,v,268,,D,O,2008A&A...485...41C,A3I,D,2008A&A...485...41C,,,,,,,,,,2
[PGS2006] cep135,307.36,Cepheid,3.7165,0,14,51.96,-38.80430556,-39,11,44.5,6,6,,,,D,O,2006AJ....132.2556P,3.7165,-39.19569,,,,,,,,,,,,,,,,,,,V,19.997,,Vega,2006AJ....132.2556P,,,D,V,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
[PGS2006] cep021,308.09,Cepheid,3.923541667,0,15,41.65,-38.74580556,-39,15,15.1,6,6,,,,D,O,2006AJ....132.2556P,3.92354,-39.25419,,,,,,,,,,,,,,,,,,,V,20.987,,Vega,2006AJ....132.2556P,,,D,V,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
[LA83] NGC 55 40,309.54,Galaxy,3.8115,0,15,14.76,-38.69363889,-39,18,22.9,6,6,,,,D,,2000MNRAS.311..673B,3.8115,-39.30636,,,,,,,,,,B,20.6,,Vega,,,,E,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,v,56585,,D,,2000MNRAS.311..673B,,,,,,,,,,,,,1
[CHG2008] C2-16,309.64,Star,3.717833333,0,14,52.28,-38.80930556,-39,11,26.5,6,6,,,,D,O,2008A&A...485...41C,3.71783,-39.19069,,,,,,,,,,,,,,,,,,,V,18.419,,Vega,2008A&A...485...41C,,,D,V,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,v,109,,D,O,2008A&A...485...41C,HII,D,2008A&A...485...41C,,,,,,,,,,1
2XMM J001537.0-390946,312.21,AGN,3.9050875,0,15,37.221,-38.83719722,-39,9,46.09,7,7,,,,C,I,2006AJ....131.1163S,3.905087,-39.162803,,,,,,,,,,B,16.8,,Vega,2009MNRAS.399..683J,,,D,B,,,,,,,,,,R,15.58,,Vega,2009MNRAS.399..683J,,,D,R,J,13.489,0.069,Vega,2006AJ....131.1163S,,,C,J,H,12.497,0.066,Vega,2006AJ....131.1163S,,,C,H,K,12.346,0.107,Vega,2006AJ....131.1163S,,,D,K,z,0.063,,D,O,2013A&A...557A.123E,,,,,,,0.303,0.158,50,C,N,2006AJ....131.1163S,7
[CHG2008] C1-15,313.11,Star,3.710416667,0,14,50.5,-38.78988889,-39,12,36.4,6,6,,,,D,O,2008A&A...485...41C,3.71042,-39.21011,,,,,,,,,,,,,,,,,,,V,19.642,,Vega,2008A&A...485...41C,,,D,V,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,v,158,,D,O,2008A&A...485...41C,B8I,D,2008A&A...485...41C,,,,,,,,,,2
[PGS2006] cep048,314.52,Cepheid,3.710625,0,14,50.55,-38.79369444,-39,12,22.7,6,6,,,,D,O,2006AJ....132.2556P,3.71063,-39.20631,,,,,,,,,,,,,,,,,,,V,21.084,,Vega,2006AJ....132.2556P,,,D,V,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
[CHG2008] C1-14,314.84,Star,3.719125,0,14,52.59,-38.8155,-39,11,4.2,6,6,,,,D,,,3.71912,-39.1845,,,,,,,,,,,,,,,,,,,V,18.503,,Vega,2008A&A...485...41C,,,D,V,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,v,107,,D,O,2008A&A...485...41C,A5I,D,2008A&A...485...41C,,,,,,,,,,2
[BWE2015] NGC   55  74,315.59,AGN,3.750604167,0,15,0.145,-38.84734444,-39,9,9.56,7,7,,,,D,X,2015AJ....150...94B,3.750603,-39.152656,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
[BWE2015] NGC   55  56,316.38,HMXB,3.712108333,0,14,50.906,-38.80150833,-39,11,54.57,7,7,,,,D,X,2015AJ....150...94B,3.71211,-39.198492,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2
Gaia EDR3 4998160202357316096,317.05,Candidate_RRLyr,3.715153333,0,14,51.6368,-38.80962889,-39,11,25.336,14,14,0.6217,1.0473,90,A,O,2020yCat.1350....0G,3.715153632,-39.19037128,-0.182,2.999,3,3,0.627,1.719,90,A,2020yCat.1350....0G,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
[BWE2015] NGC   55 112,317.7,AGN,3.934716667,0,15,44.332,-38.79103889,-39,12,32.26,7,7,,,,D,X,2015AJ....150...94B,3.934715,-39.208962,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
[CHG2008] A-7,318.16,Star,3.924958333,0,15,41.99,-38.74141667,-39,15,30.9,6,6,,,,D,O,2008A&A...485...41C,3.92496,-39.25858,,,,,,,,,,,,,,,,,,,V,19.901,,Vega,2008A&A...485...41C,,,D,V,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,v,254,,D,O,2008A&A...485...41C,B2I,D,2008A&A...485...41C,,,,,,,,,,1
[D2019] m10-4,318.82,EmObj,3.7125,0,14,51,-38.80505556,-39,11,41.8,6,6,,,,C,O,2019AJ....158...90D,3.7125,-39.19494,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
[PGS2006] cep068,318.98,Cepheid,3.7075,0,14,49.8,-38.77691667,-39,13,23.1,6,6,,,,D,O,2006AJ....132.2556P,3.7075,-39.22308,,,,,,,,,,,,,,,,,,,V,22.006,,Vega,2006AJ....132.2556P,,,D,V,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
[BWE2015] NGC   55 137,320.16,AGN,3.887991667,0,15,33.118,-38.70655,-39,17,36.42,7,7,,,,D,X,2015AJ....150...94B,3.88799,-39.293449,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
[BWE2015] NGC   55  28,320.86,HMXB,3.707575,0,14,49.818,-38.76879167,-39,13,52.35,7,7,,,,D,X,2015AJ....150...94B,3.707574,-39.231207,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2
[D2019] p8-2,321.45,EmObj,3.71199375,0,14,50.8785,-38.80625722,-39,11,37.474,14,14,0.3365,0.2747,90,A,O,2020yCat.1350....0G,3.711993856,-39.19374295,-0.862,1.614,3,3,0.363,0.5,90,A,2020yCat.1350....0G,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
2XMM J001544.2-391208,321.55,HMXB,3.934663333,0,15,44.3192,-38.79756222,-39,12,8.776,14,14,12.6775,8.4317,90,C,O,2020yCat.1350....0G,3.934663415,-39.20243789,,,,,,,,,,B,21.71,,Vega,2013A&A...557A.123E,,,E,B,,,,,,,,,,R,20.28,,Vega,2013A&A...557A.123E,,,E,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,z,0.917,,D,O,2013A&A...557A.123E,,,,,,,,,,,,,3
[RPS97] NGC    55  3,321.76,PartofG,3.718583333,0,14,52.46,-38.81908333,-39,10,51.3,6,6,,,,D,,,3.71858,-39.18092,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
LCLG-39 005,321.81,GroupG,3.905333333,0,15,37.28,-38.84091667,-39,9,32.7,6,6,,,,D,,2000ApJS..130..237T,3.90533,-39.15908,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,z,0.0613,,D,,2000ApJS..130..237T,,,,,,,,,,,,,1
[CHG2008] C2-15,321.94,Star,3.708333333,0,14,50,-38.7955,-39,12,16.2,6,6,,,,D,O,2008A&A...485...41C,3.70833,-39.2045,,,,,,,,,,,,,,,,,,,V,19.424,,Vega,2008A&A...485...41C,,,D,V,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,v,98,,D,O,2008A&A...485...41C,A0I,D,2008A&A...485...41C,,,,,,,,,,2
[BWE2015] NGC   55  89,323.85,AGN,3.849483333,0,15,23.876,-38.86661667,-39,8,0.18,7,7,,,,D,X,2015AJ....150...94B,3.849484,-39.133383,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
[BWE2015] NGC   55   5,323.91,AGN,3.747275,0,14,59.346,-38.71023889,-39,17,23.14,7,7,,,,D,X,2015AJ....150...94B,3.747276,-39.289762,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
[CHG2008] C1-13,325.42,Star,3.716083333,0,14,51.86,-38.81740278,-39,10,57.35,7,7,,,,D,,2008A&A...485...41C,3.716083,-39.182597,,,,,,,,,,,,,,,,,,,V,18.948,,Vega,2008A&A...485...41C,,,D,V,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,v,115,,D,O,2008A&A...485...41C,B1I,C,2008A&A...485...41C,,,,,,,,,,3
RX J0014.8-3910,325.65,X,3.717083333,0,14,52.1,-38.81916667,-39,10,51,5,5,15000,15000,90,D,,1997AJ....113.1296S,3.7171,-39.1808,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,z,4.17E-04,,D,,1997AJ....114.1313C,,,,,,,,,,,,,2
[LA83] NGC 55 39,325.65,Galaxy,3.819708333,0,15,16.73,-38.68880556,-39,18,40.3,6,6,,,,D,,2000MNRAS.311..673B,3.81971,-39.31119,,,,,,,,,,B,19.2,,Vega,,,,E,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,v,52710,,D,,2000MNRAS.311..673B,,,,,,,,,,,,,1
[PGS2006] cep102,326.36,Cepheid,3.706458333,0,14,49.55,-38.79433333,-39,12,20.4,6,6,,,,D,O,2006AJ....132.2556P,3.70646,-39.20567,,,,,,,,,,,,,,,,,,,V,21.287,,Vega,2006AJ....132.2556P,,,D,V,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
